CARD_PAYMENT,78.99,Clothing,2024-03-12T10:15:00,54,102
CARD_PAYMENT,12.50,Coffee Shop,2024-03-21T08:30:00,54,102
CARD_PAYMENT,184.20,Groceries,2024-03-28T17:45:00,54,102
CARD_PAYMENT,25.00,Streaming Service,2024-04-03T14:00:00,54,102
CARD_PAYMENT,59.95,Bookstore,2024-04-10T12:30:00,54,102
CARD_PAYMENT,34.78,Restaurant,2024-04-17T19:00:00,54,102
CARD_PAYMENT,92.11,Electronics,2024-04-24T11:15:00,54,102
CARD_PAYMENT,14.00,Transportation,2024-05-02T08:00:00,54,102
CARD_PAYMENT,67.89,Home Improvement,2024-05-09T15:30:00,54,102
CARD_PAYMENT,110.35,Gym Membership,2024-05-16T07:00:00,54,102
CARD_PAYMENT,32.45,Entertainment,2024-03-05T20:00:00,54,102
CARD_PAYMENT,88.66,Online Shopping,2024-03-19T13:45:00,54,102
CARD_PAYMENT,47.20,Personal Care,2024-03-26T11:00:00,54,102
CARD_PAYMENT,156.23,Travel,2024-04-07T10:45:00,54,102
CARD_PAYMENT,21.99,Fast Food,2024-04-14T14:00:00,54,102
CARD_PAYMENT,99.78,Doctor Visit,2024-04-21T16:15:00,54,102
CARD_PAYMENT,38.41,Gift,2024-05-04T12:00:00,54,102
CARD_PAYMENT,125.00,Movie Ticket,2024-05-11T18:30:00,54,102
CARD_PAYMENT,42.75,Pet Supplies,2024-05-18T11:00:00,54,102
CARD_PAYMENT,200.00,Side Gig,2024-05-25T15:00:00,54,102
DEPOSIT, 500.00, Bonus, 2024-04-25T15:00:00, 54
